Author,Total_Papers,Collaboration_Papers,Collaboration_Rate
"Ai, Haiyang",1,0,0.0
"Cheng, Sheng-Lun",2,2,1.0
"Le, Laura",3,0,0.0
"He, Jimmy Z.",1,0,0.0
"Chang, Andrew C.",1,1,1.0
"Lin, Jules",1,1,1.0
"Ye, Yincheng",2,0,0.0
"Shen, Haibo",1,0,0.0
"Lin, Lorraine",1,0,0.0
"Lang, Andras",1,0,0.0
"Luo, Simei",1,0,0.0
"Liu, Yang",8,3,0.375
"Lang, Daniel J.",3,0,0.0
"Jin, Ling",2,1,0.5
"Chen, Wan-Yi",1,0,0.0
"Lin, Juan",2,1,0.5
"Dang, Que Anh",2,0,0.0
"Liu, Laura Blythe",2,0,0.0
"Chen, Jin",1,0,0.0
"Huang, Vicki",1,0,0.0
"Ha, Juyoung",1,0,0.0
"Jing, Jing",1,0,0.0
"Huang, Zuyi (Jacky)",1,1,1.0
"Li, Xianhua",1,1,1.0
"Yang, Ji Seung",5,1,0.2
"Hu, Mingyan",3,1,0.3333
"Zhang, Liang-Cheng",5,1,0.2
"Liu, Danping",1,0,0.0
"Li, Amy Y.",13,1,0.0769
"He, Tao",3,3,1.0
"Zhang, Fan",3,2,0.6667
"Deng, Qizhen",4,3,0.75
"Tan, Khang Wern",1,0,0.0
"Yang, Chen",2,0,0.0
"Yu, Ming",1,0,0.0
"Zhang, Tao",4,3,0.75
"Li, Yusong",1,0,0.0
"Sun, Qin",3,0,0.0
"Guo, Yan",3,3,1.0
"Tang, Terrill T.",1,0,0.0
"Wang, Zhe",2,0,0.0
"Long, Haiying",3,2,0.6667
"Zhang, Zetian",1,0,0.0
"Ma, Alice",1,0,0.0
"Tao, Yu",2,0,0.0
"Lu, Siyi",1,0,0.0
"Tang, Min",1,0,0.0
"Kang, Rui",3,1,0.3333
"Hong, Anita Lee",2,0,0.0
"Pan, Yifan",1,0,0.0
"Zhang, T.",1,0,0.0
"Yang, Zi",1,0,0.0
"Li, Hui-Chuan",5,0,0.0
"Rao, Guillaume",1,0,0.0
"Zhou, Anne Q.",1,0,0.0
"Liu, Sam",1,0,0.0
"Hong, Ryan Yee Shiun",1,0,0.0
"Wang, Jeremy",1,0,0.0
"Luo, Yuzhou",1,0,0.0
"Zhao, Linda",1,0,0.0
"Yan, Xun",6,2,0.3333
"Yun, Heoncheol",5,0,0.0
"Kang, Chungseo",4,2,0.5
"Liu, Keqiao",1,1,1.0
"Li, Xiaoshi",1,1,1.0
"Zhou, Lei",1,0,0.0
"Tu, Wendy",1,0,0.0
"Pan, Irvin L.",1,0,0.0
"Liu, Jie",2,0,0.0
"Cheng, Li",9,4,0.4444
"Li, Johnson C. H.",2,0,0.0
"Lin, Yung-Wei Dennis",1,0,0.0
"Wang, Wei",5,0,0.0
"Li, Qiong",1,1,1.0
"Tang, Xiaofei",2,1,0.5
"Rao, Namrata",9,0,0.0
"Shan, Guogen",1,0,0.0
"Tan, Owee Kowang",3,0,0.0
"Wu, Zhonghe",1,0,0.0
"Li, Diana",1,0,0.0
"Hao, Jinsong",1,0,0.0
"Wang, Lihshing Leigh",1,1,1.0
"Zhao, Juanjuan",1,1,1.0
"Cen, Suzan",1,0,0.0
"Hou, Andy",1,0,0.0
"Tang, Lingqi",1,0,0.0
"Ye, Jing",3,1,0.3333
Dao Thanh Binh An Le,2,1,0.5
Khai Do Ba,1,1,1.0
Khang Do Ba,2,1,0.5
"Li, Jacinda",1,0,0.0
"Zou, Ellen",1,0,0.0
"Yu, Yon",1,0,0.0
"He, Le",3,0,0.0
"Zhu, Gang",2,0,0.0
"Liu, Alexandra",1,0,0.0
"Su, Sophia",1,0,0.0
"Wang, Fei",3,0,0.0
"Liu, Ren",4,1,0.25
"Lang, William G.",1,0,0.0
"Hong, Celina",1,0,0.0
"Pang, Bo",2,0,0.0
"Ma, Emily",1,0,0.0
"Heng, Tang T.",8,1,0.125
"Xu, Dafeng",1,0,0.0
"Shu, Siwen",1,0,0.0
"Feng, Andy",1,0,0.0
"Li, Minglin",2,0,0.0
"Liu, Zhongxiu",1,1,1.0
"Zhi, Rui",1,1,1.0
"Ling, Lorraine M.",1,0,0.0
"Chen, Hsiuling Lydia",1,0,0.0
"Zhang, Xinge",2,1,0.5
"Li, Yue",6,1,0.1667
"Le, Duyen T.",1,0,0.0
"Shen, Ting",1,0,0.0
"Li, Wenjing",2,0,0.0
"Liu, Suqing",1,0,0.0
"Chu, Cherie",2,0,0.0
"Miao, Chunyan",1,1,1.0
"Yu, Han",1,1,1.0
"Tan, Sabine",1,0,0.0
"Wu, Longkai",3,2,0.6667
"Li, Ian W.",7,0,0.0
"Feng, Jingxian",1,0,0.0
"Xiao, Henry",1,0,0.0
"Song, Geraldine",1,0,0.0
"Chen, Xuemin",1,1,1.0
"Lan, Qianlong",1,1,1.0
"Song, Gangbing",1,1,1.0
"Lang, David",4,3,0.75
"Hu, Shi",2,0,0.0
"Han, Cheon-Woo",7,0,0.0
"Man, Raymond",1,0,0.0
"Zhang, Qiantao",3,0,0.0
"Wang, Zuowei",3,2,0.6667
"An, Yun-Jo",1,1,1.0
"Zhang, Yuqing",2,0,0.0
"Chang, Christine",1,0,0.0
"Guo, Rong",2,2,1.0
"Li, Lei",2,2,1.0
"Shen, Yide",2,2,1.0
"Zheng, Guangzhi",1,1,1.0
"Cong, Cong",1,0,0.0
"Yi, Amanda K.",1,0,0.0
"Yu, Guoxing",4,1,0.25
"Lin, Yi",2,0,0.0
"Fu, Guopeng",2,0,0.0
"Jiang, Xinrui",1,0,0.0
"Qin, Lu",1,1,1.0
"Han, Joseph",1,0,0.0
"Xia, Jianhong (Cecilia)",1,0,0.0
"Han, Kyung Soo",1,0,0.0
"Pan, Rui (Celia)",1,0,0.0
"Long, Ziyu",1,1,1.0
"Chang, Wen-Chia",1,0,0.0
"Li, Diyi",1,0,0.0
"Chen, Chieh-Yu",1,1,1.0
"Chen, Ching-I",1,1,1.0
"Xie, Huichao",2,2,1.0
"Liang, Senfeng",1,0,0.0
"Jin, Yi",4,2,0.5
"Tan, Leonard",3,0,0.0
Zhao Wen,1,0,0.0
"Liu, Catherine",1,0,0.0
"Liu, Haiqin",1,0,0.0
"Qiu, Mei",1,0,0.0
"Long, Karen",1,1,1.0
"Wang, Yuluan",1,1,1.0
"Liu, Jiling",4,4,1.0
"Zhang, Jiaqi",1,0,0.0
"Le, Phuoc V.",1,0,0.0
"Lin, Linda",2,0,0.0
"Wen, Bo",1,1,1.0
"Wang, Hai",2,2,1.0
"Wang, Shouhong",2,2,1.0
"Xiang, Ning",5,1,0.2
"Chang, Yu-Hui",3,1,0.3333
"Tan, Kok-Eng",1,0,0.0
"Lin, Yang",1,0,0.0
"Liu, Sabrina R.",1,0,0.0
"Liu, Chengwei",1,0,0.0
"Tan, Adrian Heng Tsai",1,0,0.0
"Fan, Weihua",7,5,0.7143
"Wu, Fan",3,2,0.6667
"He, Jinxia",1,1,1.0
"Xie, Jingrong",10,0,0.0
"Zhang, Xinxin",1,0,0.0
"Chen, Jun Mian",1,0,0.0
"Luo, Yupeng",1,1,1.0
"Mo, Stephanie",1,0,0.0
"Ji, Jeong-Young",1,0,0.0
"Huang, Jingzi",1,0,0.0
"Dong, Yue",1,0,0.0
"She, Caitriona Ni",3,0,0.0
"Kang, Zhixin",1,0,0.0
"Miao, Yilan",1,0,0.0
"Jiang, Lan",3,1,0.3333
"Sun, Xiaoyang",2,0,0.0
"Meng, Matthew D.",1,0,0.0
"Wang, Yidan",1,1,1.0
"Ren, Shuang",1,1,1.0
"Zhu, Ying",1,1,1.0
"Huang, Cheng-Wen",1,0,0.0
"Cheng, H. N.",1,0,0.0
"Long, Valerie A.",1,0,0.0
"Wang, Sirui",1,0,0.0
"Zhang, Xuemei",1,0,0.0
"Guo, Wen",3,2,0.6667
"Han, Yongseung",2,0,0.0
"Hou, Fangjuan",1,0,0.0
"Hong, Youngil",1,0,0.0
"Li, Guofang",2,0,0.0
"Wu, Eric",1,0,0.0
"Song, Dae-Yup",1,0,0.0
"Xin, Joy",1,0,0.0
"Ma, Junqian",1,0,0.0
"Chen, Kai Shen",1,0,0.0
"Liu, Haedy",1,0,0.0
"Han, Hyojung",1,0,0.0
"Long, Natasha",1,0,0.0
"Yang, NaYeon",1,0,0.0
"Situ, Henry",1,0,0.0
"Ye, Christine",1,0,0.0
"Chao, Chiang-Nan",1,1,1.0
"Lu, Victor F.",1,1,1.0
"Tang, Gail",3,1,0.3333
"Gong, Xiaodong",2,0,0.0
"Shen, Jialong",1,0,0.0
"Liu, Keke",2,0,0.0
"Zhang, Jingjing",1,0,0.0
"Chen, Mark",1,0,0.0
"Chen, Qiang",2,0,0.0
Pham Thi Tai,1,0,0.0
"Wei, Nissi",1,0,0.0
"Wang, Yong",3,1,0.3333
"Long, John M.",2,0,0.0
"Chu, Yee Han",1,0,0.0
"Jiang, Ning-Jun",1,0,0.0
"Xiao, Xiao",1,1,1.0
"Yan, Zhiqing",1,1,1.0
"Zhang, Yuanzhuo",1,0,0.0
"Wu, Echo H.",1,0,0.0
"Chang, Shu-Ching",1,0,0.0
"Pang, Yanhui",2,0,0.0
"Han, Seunglock",1,0,0.0
"Kang, Joseph",2,1,0.5
"Yang, Amy",2,1,0.5
"Zhao, Lihui",1,1,1.0
"Chu, Daniel, I",2,0,0.0
"Fan, Judith",1,0,0.0
"Hu, Yue-Yung",3,0,0.0
"Liu, Emily Yang",1,0,0.0
"Xuan, Lim Ying",1,0,0.0
"Tan, Christine Y. H.",1,1,1.0
"Tan, Reimy T. S.",1,1,1.0
"Yong, Jonathan H. E.",1,1,1.0
"Yong, Poh Ling",1,1,1.0
"Rao, Deepti",1,0,0.0
"Chang, Bernard P.",3,0,0.0
"Wu, Vincent",2,0,0.0
"Chang, Robert T.",1,1,1.0
"Wang, Jason K.",1,1,1.0
"Wang, Qian",3,3,1.0
"Yu, Qiong",3,2,0.6667
"Yu, Jeffrey",1,1,1.0
"Lin, Yihan",5,1,0.2
"Yi, Sojung",1,1,1.0
"Chen, Hui-Chen",3,0,0.0
"Long, Christopher R. R.",2,0,0.0
"Chang, Connie",1,0,0.0
"Bai, Jin-Bing",2,0,0.0
"He, Flora Xuhua",1,0,0.0
"Gao, Catherine C.",1,1,1.0
"Wang, Kevin",3,1,0.3333
"Wu, Albert W.",1,1,1.0
"Chen, Roei",1,0,0.0
"Kang, Jason R.",1,0,0.0
"Liu, Ding",1,0,0.0
"Zhao, Lin",3,1,0.3333
"Zhao, Quansheng",1,0,0.0
"Liu, James H.",1,0,0.0
"Ma, Kevin",1,0,0.0
"Chang, Leslie L.",1,0,0.0
"Gu, Ada",1,0,0.0
"Li, Lie",1,0,0.0
"Feng, Du",1,0,0.0
"Hong, Min",1,0,0.0
"Wen, William",1,0,0.0
"Cai, Zhiqiang",1,1,1.0
"Cheng, Qinyu",1,1,1.0
"Hu, Xiangen",1,1,1.0
"Wang, Lijia",1,1,1.0
"Gong, Tao",2,1,0.5
"Yun, Dongkoo",1,0,0.0
"Zheng, Gaoming",2,1,0.5
"Mou, Danny",1,0,0.0
"Chen, Yanjun",2,0,0.0
"Wei, Jianye",2,0,0.0
"Ma, Beverly",1,0,0.0
"Jin, Hye-Rim",1,0,0.0
"Gan, Dafna",4,0,0.0
"Chang, Grace",1,1,1.0
"Chi, Quach",1,1,1.0
"Fei, Lorraine",1,0,0.0
"Le, Anh Hai",4,0,0.0
"Chang, Clement",1,0,0.0
"Dang, Nathan, V",1,0,0.0
"Zhang, Wenbo",1,0,0.0
"Long, Bonnie Thompson",1,0,0.0
"Wang, Deane",1,0,0.0
"You, Hye Sun",5,1,0.2
"Lin, Ying-Chun",1,0,0.0
"Chen, Jessy",1,0,0.0
"Ma, Lai Ping Florence",2,0,0.0
"Zhu, Tong",2,0,0.0
"Sima, Elena-Diana",2,0,0.0
"Liu, Jun",1,0,0.0
"Tan, JME",1,1,1.0
"Tan, VJH",1,1,1.0
"Tong, ZGM",1,1,1.0
"Yu, Melissa H.",2,0,0.0
"Liu, Shuning",3,0,0.0
"Jiang, Jieying",1,0,0.0
"Wu, Xiangming",1,0,0.0
"Chen, Xiaodong P.",1,0,0.0
"Long, S. Reid",1,0,0.0
"Yang, Jessica L.",2,0,0.0
"Long, Phoebe",2,0,0.0
"Yang, Sarah Nagle",1,0,0.0
"Ling, Lew Sook",1,0,0.0
"Jin, Ruoyu",4,3,0.75
"Qian, Xueqin",4,2,0.5
"Qin, Tianyu",2,1,0.5
"Zhao, Ting",1,0,0.0
"Chen, Justin A.",4,3,0.75
"Fan, Shirley",3,0,0.0
"Tong, Hongmei",1,0,0.0
"Teng, Bee Kim",1,0,0.0
"Li, Min",2,0,0.0
"Chang, Yuchiao",1,0,0.0
"Lai, Chinh Chu",1,0,0.0
"Li, Jingya",1,0,0.0
"Long, Ruth L.",2,0,0.0
"Chao, Serena H.",1,0,0.0
"Song, Eun Ji",1,0,0.0
"Wu, Sally P. W.",4,0,0.0
"Yang, Haoshu",1,0,0.0
"Chen, Bing Yu",1,0,0.0
"Yin, Zihan",1,0,0.0
"Chong, Lauren",1,0,0.0
"Kong, Amy",1,1,1.0
"Li, Benjamin",1,1,1.0
"Tan, Shirley",4,1,0.25
"Zhao, Rebecca",1,0,0.0
"Wang, Li",3,0,0.0
"Cheng, Zixi, I",1,1,1.0
"Xu, Linlin",1,0,0.0
"Le, Ha",1,0,0.0
"Le, J. M.",1,0,0.0
"Zhen, Shirley",1,0,0.0
"Yu, D.",5,0,0.0
"Zhang, Chuanwu",1,0,0.0
"Ma, Sihui",2,0,0.0
"Ding, Peng",1,1,1.0
"Lu, Jiannan",1,1,1.0
"Luo, Linlin",5,1,0.2
"Long, Michele",3,1,0.3333
"Li, Bo",3,0,0.0
"Tai, Andrew",1,0,0.0
"Ji, Xuejun",1,1,1.0
"Yang, Xinyuan",1,1,1.0
"Gao, Hong",4,2,0.5
"Zhong, Hua Flora",1,0,0.0
"Tang, Kuok Ho Daniel",3,0,0.0
"Er, Sidika Nihan",1,0,0.0
"Li, Yuguang C.",2,1,0.5
"Tan, Dongyao",1,1,1.0
"Zhu, Carina Jia Yan",1,0,0.0
"Rao, E. Jagadeswara",1,0,0.0
"Chen, Juliana",1,0,0.0
"Chen, Cheng-Chia (Brian)",1,1,1.0
"Huang, ChingChih (Kathy)",1,1,1.0
"Jia, Xiaokai",1,0,0.0
"Hong, G.",1,0,0.0
"Zhang, Shuai (Steven)",1,0,0.0
"Hong, Ahyun",1,0,0.0
"Li, Zhao",1,0,0.0
"Dang, Lucy",1,0,0.0
"Tan, Raymond R.",1,0,0.0
"Fu, Katherine",1,0,0.0
"Su, Peiyi",1,0,0.0
"Dang, Srishti",1,0,0.0
"Chang, Lily",1,0,0.0
"Luo, Jing",1,0,0.0
"Wang, Ping",1,0,0.0
"Han, Yun",1,0,0.0
"Li, S.",1,1,1.0
"Zhao, Fei",1,0,0.0
"Chen, Lily",2,2,1.0
"Chen, Linda H.",1,1,1.0
"Chu, Diana S.",2,2,1.0
"He, Zheng-Hui",2,2,1.0
"Ma, Sae Byul (Sarah)",1,0,0.0
"Kang, Da Yeon",4,2,0.5
"Chen, Jessica L.",2,0,0.0
"Zhang, Zhiyong",1,0,0.0
"Liu, Xudong",1,0,0.0
"Hu, Yenya",1,1,1.0
"Dang, Hoang-Minh",2,1,0.5
"Cheng, Mien W.",1,0,0.0
"Huang, Huang",1,0,0.0
"Fan, Juanjuan",1,0,0.0
"Wu, Han",2,1,0.5
"Chen, Angel",1,0,0.0
"Tang, Magdaline",1,0,0.0
"Pei, Yiying",2,2,1.0
"Tan, Yin Shuen",1,1,1.0
"Mei, Betty M.",1,0,0.0
"Zhu, Meina",16,5,0.3125
"Zhang, Helen Z.",1,1,1.0
"Chen, Kenneth",1,1,1.0
"Li, Muyang",1,1,1.0
"Lin, Debbita Tan Ai",1,0,0.0
"Ding, Lu",7,7,1.0
"Cao, Jane N.",1,0,0.0
"Long, Stacia L.",2,0,0.0
"Zhou, Z. C.",1,0,0.0
"Huang, Sophia",1,0,0.0
"Chang, Yunjeong",6,1,0.1667
"Yi, Seonjeong",1,0,0.0
"Li, Huifang (Lydia)",1,0,0.0
"Sun, Susan Y. H.",3,0,0.0
"Geng, Fei",3,0,0.0
"Han, Jeong Eun",1,1,1.0
"Kong, Ji Hyun",1,1,1.0
"Lu, Y. J.",1,0,0.0
"Liu, Shijuan",1,1,1.0
"Wang, Fu",1,1,1.0
"Liu, Chelsea",2,0,0.0
"Zhou, Zhiqing",1,0,0.0
"Yang, Richen",1,0,0.0
"Liang, Phyllis",1,0,0.0
"Kang, Sangmi",1,0,0.0
"Tang, Kim San",2,0,0.0
"Luo, Wenjing",2,2,1.0
"Wang, Jiahui",10,4,0.4
"Guo, Xulin",2,0,0.0
"Yan, Yue",1,0,0.0
"Hong, Ju Hea",1,1,1.0
"Liu, Yinan",1,0,0.0
"Yun, John",2,0,0.0
"Huang, Shihong",1,0,0.0
"Wan, Guofang",2,0,0.0
"Chu, Ling-Hui",1,0,0.0
"Zhang, Xiaozhou",1,0,0.0
"Gao, Xing",1,0,0.0
"Lu, Lin",4,3,0.75
"Hong, Quan Nha",1,0,0.0
"Lei, Ming",1,1,1.0
"Yuan, Shupei",3,0,0.0
"Rao, Guruprasad",1,1,1.0
"Rao, Mohandas K. G.",1,1,1.0
"Rao, Yeshwant K.",1,1,1.0
"Kong, Kai",1,0,0.0
"Feng, Mi",1,1,1.0
"Zhu, Bolin",1,1,1.0
"Huang, Wen",4,1,0.25
"Wu, Amery D.",3,2,0.6667
"Ran, Florence Xiaotao",5,4,0.8
"Li, Warren",1,0,0.0
"Dai, Peng",3,0,0.0
"Liu, Wei-Li",1,0,0.0
"Guo, Yawei",3,2,0.6667
"Dou, Wenwen",1,0,0.0
"Fan, Chung-Hau",2,2,1.0
"Yang, Nai-Jiin",2,2,1.0
"Zhang, Yanchen",4,2,0.5
"Luo, Han",6,2,0.3333
"Tan, Cheryl",1,1,1.0
"Zhang, Ruhan",1,1,1.0
"Kang, Yoonhee",1,0,0.0
"Min, Kyung Woo",1,1,1.0
"Tian, Zhongfeng",7,0,0.0
"Shi, Lijing",1,0,0.0
"Xu, Likang",1,0,0.0
"Pan, Kevin",1,0,0.0
"Liu, Xiaolu",7,5,0.7143
"Shangguan, Rulan",1,1,1.0
"Pan, Si",1,1,1.0
"Qin, Yiheng",1,1,1.0
"Pan, Edward",1,0,0.0
"Xu, Qingqing",1,0,0.0
"Wang, S.",1,0,0.0
"Pang, Linda",1,0,0.0
"Gao, Xuesong",3,0,0.0
"Zhao, Fang",3,1,0.3333
"Yang, Jia-Lin",1,0,0.0
"Hong, Huili",5,4,0.8
"Zhang, Yang",3,0,0.0
"Hui, Chenri",1,0,0.0
"Guo, Michelle",2,1,0.5
"Huang, Jack J.",1,1,1.0
"Yang, Fengrong",1,0,0.0
"Li, Yeping",3,2,0.6667
"Wang, Ke",4,3,0.75
"Luo, Jia",2,0,0.0
"Liu, Cindy H.",5,5,1.0
"Zhao, Huahui",3,1,0.3333
"Gao, Zhen",2,0,0.0
"An, Brian",2,0,0.0
"Kang, Minchul",3,0,0.0
"Ouyang, Fan",3,1,0.3333
"Zhou, Wanying",1,1,1.0
"Le, Loan",1,0,0.0
"Fu, Mengxia",1,1,1.0
"Zhao, Jiaying",1,0,0.0
"Han, Yeji",1,0,0.0
"Tan, Jeffrey",1,0,0.0
"Jin, Lan",5,0,0.0
"Zhang, Danmei",1,0,0.0
"Chu, Yoosun",2,2,1.0
"Wang, Kaipeng",4,2,0.5
"Yang, Se Jeong",1,0,0.0
"Cao, Zhaoyi",1,0,0.0
"Bi, Henry H.",2,0,0.0
"Yang, Hongzhi",4,1,0.25
"Wang, Jiayi",5,2,0.4
"Jiang, Wenying",1,1,1.0
"Chen, Ximeng",1,0,0.0
"Jin, Huifen",1,0,0.0
"Qi, Grace Yue",8,2,0.25
"Liao, Yue",1,0,0.0
"Wang, Haizhi",2,0,0.0
"Wang, Melissa",1,0,0.0
"Sun, Min",3,1,0.3333
"Le, Quan",1,1,1.0
"Ling, Teresa",1,1,1.0
"Yang, Xue",1,1,1.0
"Cui, Mengyao",1,1,1.0
"Le, Vi T.",1,0,0.0
"Wan, Chang-Da",2,0,0.0
"Chu, Kar-Hai",2,0,0.0
"Liu, Jingwei",1,0,0.0
"Han, Gunhee",1,0,0.0
"Cheng, Zhiming",2,0,0.0
"Tang, Lu",1,1,1.0
"Yang, Yiyi",1,1,1.0
"Chen, Hanwei",1,1,1.0
"Cui, Zhongmin",2,1,0.5
"He, Yong",1,1,1.0
"Liu, Chunyan",1,1,1.0
"Jiang, Xiushan",2,0,0.0
"Wu, Slew Mei",1,0,0.0
"Chen, Shuming",3,0,0.0
"Hu, Yang",2,0,0.0
"Yuan, Jiangmei",1,0,0.0
"Li, Nan",3,2,0.6667
"Su, Jinni",1,0,0.0
"Gao, Mengzhao",1,1,1.0
"Kang, Hyun Bin",2,1,0.5
"Li, Qiujie",10,8,0.8
"Tan, Tony",1,1,1.0
"Long, Errolyn",1,0,0.0
"Li, Chenxi (Cecilia)",1,0,0.0
"Su, Yunwen",2,0,0.0
"Wang, Huan",3,2,0.6667
"Xie, Dong",2,0,0.0
"Long, Avizia Y.",1,0,0.0
"Zhang, Yuanyuan",2,1,0.5
"Long, D. Stephen",1,0,0.0
"Yao, Shengwei",1,0,0.0
"Wo, Lawrence",1,0,0.0
"Chu, Yu-Wei Luke",1,0,0.0
"Li, Shuang",4,0,0.0
"Wei, Liwei",2,1,0.5
An Thi Ha,1,0,0.0
"Liu, Lin",3,2,0.6667
"Hong, Dae S.",3,0,0.0
"Song, Hyun-joo",1,0,0.0
"Xu, Shi",1,0,0.0
"Yu, Qionglei",1,0,0.0
"Tan, Alai",5,0,0.0
"Rao, D. S. Prasada",1,0,0.0
"Liu, Ji",1,0,0.0
"Wen, Han",4,4,1.0
"Wang, Sherry C.",2,0,0.0
"Liu, Qing",4,0,0.0
"Tai, Joanna Hong-Meng",3,1,0.3333
"Chen, Zhuo Job",1,0,0.0
"Chen, Meng-Mei",2,0,0.0
"Shi, Jie",1,0,0.0
"Zhang, Hongzhi",6,0,0.0
"Kang, Sungeun",1,0,0.0
"Li, Jiaying",1,0,0.0
"Liang, Jia G.",1,0,0.0
"Zhang, Rosaline S.",1,0,0.0
"Li, Shaobing",1,0,0.0
"Jin, Chongguang",1,0,0.0
"Yu, Wei-Chieh Wayne",1,0,0.0
"Kang, Alin",1,0,0.0
"Tang, Chun-Hung (Hugo)",1,0,0.0
"Chao, Shu-Hua",1,0,0.0
"Wei, Yinghui",1,0,0.0
"Ha, Euna",1,0,0.0
"Guo, Xin",1,0,0.0
"Lin, Xi",7,4,0.5714
"Yang, Kao Lee",1,0,0.0
"Huang, Francis",1,0,0.0
"Dai, Minhao",5,2,0.4
"Yi, Varaxy",7,1,0.1429
"Zhang, Jingshun",7,2,0.2857
"Wang, Yanan",1,0,0.0
"Huang, Shaun L.",1,0,0.0
"Qian, Meihua",7,2,0.2857
"Wu, Bin",1,0,0.0
"Chen, Teresa",3,1,0.3333
"Qi, Runzhang",1,0,0.0
"Lang, Guido",1,0,0.0
"Zhang, Kaili C.",1,0,0.0
"Gu, Xiangli",2,2,1.0
"Long, Dianne",2,0,0.0
"Yue, Xiaoyu",1,0,0.0
"Gan, Hong Seng",1,1,1.0
"Li, Jonathan",2,1,0.5
"Shi, Zhaolei",2,2,1.0
"Tang, Xiaokang",1,0,0.0
"Ju, Song",2,0,0.0
"Zhu, Yi",1,0,0.0
"Sun, Zhiru",4,1,0.25
"Teng, Bunthan",1,0,0.0
"Yu, Meifang",1,0,0.0
"Pei, Shaohua (Linda)",1,1,1.0
"Yan, Lu (Wendy)",1,1,1.0
"Ma, Kyunghee",1,0,0.0
"Hu, Yaou",1,1,1.0
"Ma, Zihui",1,1,1.0
"Kang, Soo",1,0,0.0
"Chang, Bok-Myung",1,0,0.0
"Wang, Rong",3,1,0.3333
"Chen, Grace A.",2,0,0.0
"Li, Wanyi",1,1,1.0
"Wang, Jennifer",1,1,1.0
"Zhang, Haimei",1,1,1.0
"Yu, Ning",1,0,0.0
"Qian, Jiwei",1,0,0.0
"Han, Wei",2,0,0.0
"Lin, Shuhui",1,0,0.0
"Bo, Ai",1,0,0.0
Ngo Quang Minh Hai,1,0,0.0
"Liu, Li-Ping",1,0,0.0
"Le, Q. Tien",2,0,0.0
"Li, Hongyi",1,0,0.0
"Li, Kathrynne",2,0,0.0
"Fu, Yao",1,1,1.0
"Weng, Zhenjie",2,2,1.0
"Chen, George",3,1,0.3333
"Hu, Huiwen",1,0,0.0
"Zhao, Bob",1,0,0.0
"Cheng, David",1,0,0.0
"Ling, Lynette Tan Yuen",1,0,0.0
"Lu, Jinjin",2,1,0.5
"Niu, Xiaoyue",1,0,0.0
"Zhang, Ran",1,0,0.0
"Xiao, Anna",1,0,0.0
"Hu, Emily M.",1,0,0.0
"Chen, Shuang",1,0,0.0
"Wu, Yang",1,0,0.0
"Wang, Grace Y.",1,0,0.0
"Hong, Youngbok",1,0,0.0
"Lai, Hung-Lin (jimmy)",1,0,0.0
"Zheng, Ying",5,3,0.6
"Li, Xinyang",4,1,0.25
"Hong, Ah Jeong",2,1,0.5
"Wang, Yikang",1,1,1.0
"Zhang, Jinghua",1,1,1.0
"Chang, Hsin-Hui",1,0,0.0
"Li, Hsueh-Hsiang",1,0,0.0
"Li, Xiaoye",2,2,1.0
"Meng, Yi",2,1,0.5
"Zhu, Wenjie",1,0,0.0
"Zheng, Xiaying",1,1,1.0
"Liu, Xin",3,1,0.3333
"Yuan, Susan J.",1,0,0.0
"Ma, Jennifer S.",2,0,0.0
"Shi, Ying",2,0,0.0
"Su, Celina",1,0,0.0
"Teng, Minnie Y.",2,0,0.0
"Xiang, Xiaoling",1,1,1.0
"Li, Kaiyi",2,0,0.0
"Feng, Li",1,0,0.0
"Cheng, Zui",5,1,0.2
"Fu, Albert S.",1,0,0.0
"Xiong, Yiying",1,1,1.0
"Zhou, Yuchun",2,2,1.0
"Lin, Hsiu-Fen",1,0,0.0
"Lang, Peter F.",2,0,0.0
"Pan, Gary",6,1,0.1667
"Min, Byung S.",1,0,0.0
"Li, Xiaojie",3,0,0.0
"Li, Shuzhan",2,1,0.5
"Guo, Yi Maggie",2,0,0.0
Thi Ha Cao,1,0,0.0
"Gong, Xiaopeng",1,0,0.0
"Kang, Hyeyoung",1,0,0.0
"Long, Sarah",1,0,0.0
"Chang, Christian",1,0,0.0
"Xia, Ian",1,0,0.0
"Han, Huamei",2,0,0.0
"Ye, Jiayu",1,0,0.0
"Lin, Fuhao",1,0,0.0
"Wang, Qichao",1,0,0.0
"Liu, Xun",3,2,0.6667
"Mao, Guangzhao",1,0,0.0
"Tan, Shiu Kuan",1,0,0.0
"Bian, Jing",1,0,0.0
"Liu, Ran",3,0,0.0
"Chu, Mei-Tai",1,0,0.0
"Lai, Guolin",1,0,0.0
"Deng, Jacky M.",3,0,0.0
"He, Lingjun A.",1,0,0.0
"Yong, B.",1,0,0.0
"Shi, Yang",1,0,0.0
"Wang, Kendrick M.",2,2,1.0
"Sima, Mihaela",1,0,0.0
"Wang, Xuyi Mimi",1,1,1.0
"Liao, Zachary C.",1,0,0.0
"Dong, Fanglong",1,0,0.0
"Wen, Sijin",2,0,0.0
"Xu, Xiaoxiao",1,1,1.0
"Zou, Patrick X. W.",1,1,1.0
"Kang, Isabell",1,0,0.0
"Hua, Cheng",2,2,1.0
"Li, Chi",1,1,1.0
"Lu, Junfei",1,1,1.0
"Chen, Xiaodong",2,0,0.0
"Fang, Rui",1,0,0.0
"Sheng, Ruixi",1,0,0.0
"Chang, Kihong",2,2,1.0
